codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
3356,Club de Taekwondo Hebe,Club de Taekwondo Hebe (puerta principal),MOAÑA,PONTEVEDRA,42.2746,-8.7390,En empresa privada
3357,CPR Plurilingüe Calasancias,CPR Plurilingüe Calasancias (hall de entrada al colegio),"CORUÑA, A",A CORUÑA,43.3716,-8.4290,En centros docentes
3358,CPR Plurilingüe Calasancias,CPR Plurilingüe Calasancias (acceso a pista del polideportivo),"CORUÑA, A",A CORUÑA,43.3716,-8.4290,En centros docentes
3359,Club Deportivo Rois,Campo de Fútbol da Braña (local social),ROIS,A CORUÑA,42.7662,-8.6676,En instalaciones deportivas
3360,"Prosegur Soluciones Integrales de Seguridad España, SL",Puerto de Ribadeo (control de accesos),RIBADEO,LUGO,43.5312,-7.0403,Administraciones o instituciones públicas
3361,"Prosegur Soluciones Integrales de Seguridad España, SL",Puerto de Brens (control de accesos),CEE,A CORUÑA,42.9449,-9.1802,Administraciones o instituciones públicas
3362,"Prosegur Soluciones Integrales de Seguridad España, SL",Porto de Ribeira (control de accesos),RIBEIRA,A CORUÑA,42.5576,-8.9875,Administraciones o instituciones públicas
3363,"Prosegur Soluciones Integrales de Seguridad España, SL",Porto de Celeiro (control de accesos),VIVEIRO,LUGO,43.6816,-7.5988,Administraciones o instituciones públicas
3364,"Prosegur Soluciones Integrales de Seguridad España, SL",Porto de Burela (control de accesos),BURELA,LUGO,43.6570,-7.3477,Administraciones o instituciones públicas
3365,"Prosegur Soluciones Integrales de Seguridad España, SL",Porto de Cariño (control de accesos),CARIÑO,A CORUÑA,43.7367,-7.8645,Administraciones o instituciones públicas
3366,"Prosegur Soluciones Integrales de Seguridad España, SL",Porto de A Pobra do Caramiñal (control de accesos),POBRA DO CARAMIÑAL,A CORUÑA,42.6096,-8.9328,Administraciones o instituciones públicas
3371,Kung Fu Lugo,Club Kung Fu Lugo,LUGO,LUGO,43.0196,-7.5668,En empresa privada
3373,"Votorantim Cementos España, SA","Votorantim Cementos España, SA (acceso a Sala de Descanso)",VIGO,PONTEVEDRA,42.2319,-8.7130,En empresa privada
3374,IES Xulian Magariños,IES Xulián Magariños (zona administrativa),NEGREIRA,A CORUÑA,42.9130,-8.7328,En centros docentes
3375,CEIP Xosé Fernández,CEIP Xosé Fernández (xunto conserxería),"PORRIÑO, O",PONTEVEDRA,42.1604,-8.6130,En centros docentes
3376,"Santos cocina y baño, S.L.",Santos cocina y baño - recepción - entrada de la nave,BOQUEIXON,A CORUÑA,42.8047,-8.3642,En empresa privada
3377,"Ceetrus Urban Player Spain, S.A.",Centro Comercial Vialia - 2ª planta (junto ascensores y escaleras),VIGO,PONTEVEDRA,42.2341,-8.7114,En empresa privada
3378,Centro Ressidencia de Formación Profesional de Vilamarín,IES Vilamarín (entrada principal-junto a los talleres),VILAMARIN,OURENSE,42.4521,-7.9046,En centros docentes
3379,Club de Halterofilia Centaurus,Club de Halterofilia Centaurus (acceso vestiarios),MOS,PONTEVEDRA,42.2110,-8.6553,En instalaciones deportivas
3380,"Ceetrus Urban Player Spain, S.A.",Centro Comercial Vialia - 1ª planta (junto ascensores y escaleras),VIGO,PONTEVEDRA,42.2341,-8.7114,En empresa privada
3381,"Ceetrus Urban Player Spain, S.A.",Centro Comercial Vialia - planta calle (junto salida ascensores),VIGO,PONTEVEDRA,42.2341,-8.7114,En empresa privada
3382,"Ceetrus Urban Player Spain, S.A.",Centro Comercial Vialia - planta baja (entre ascensores y parking),VIGO,PONTEVEDRA,42.2341,-8.7114,En empresa privada
3383,Concello de Dumbría,Instalaciones deportivas municipais O Conco (en la cafetería),DUMBRIA,A CORUÑA,43.0051,-9.1114,En instalaciones deportivas
3384,Deputación Provincial de Lugo,Centro de atención a Maiores de Meira (na entrada),MEIRA,LUGO,43.2163,-7.2968,Otros
3385,"Talaso Atlántico H, S.L.",Hotel Talaso Atlántico (entrada principal),OIA,PONTEVEDRA,42.1016,-8.8936,En empresa privada
3386,Residencia Militar Teniente General Barroso,Residencia Militar Teniente General Barroso (entrada principal),SANTIAGO,A CORUÑA,42.8730,-8.5417,Otros
3387,Agrupación de Voluntarios de Protección Civil,Casa Consistorial A Mezquita (oficinas),"MEZQUITA, A",OURENSE,42.0137,-7.0453,Protección civil (no amb.)
3388,Escola de Arte e Superior de Deseño Ramón Falcón,Escola de Arte e Superior de Deseño Ramón Falcón (junto a Secretaría),LUGO,LUGO,42.9984,-7.5427,En centros docentes
3389,Simón Pardiñas López,Clínica Médico Dental Pardiñas (consulta nº 1),"CORUÑA, A",A CORUÑA,43.3697,-8.4009,En empresa privada
3390,Grupo Inditex - Indipunt Naron,"Edificio Indipunt, SL",NARON,A CORUÑA,43.5312,-8.2007,En empresa privada
3391,Colegio Público de Cervo,CEIP de Cervi (pasillo frente a sala de profesores),CERVO,LUGO,43.6716,-7.4130,En centros docentes
3393,"Legrand Group España, S.L.","Legrand Group España, SL (junto puerta entrada oficina)","CORUÑA, A",A CORUÑA,43.3355,-8.4236,En empresa privada
3394,Concello de Riotorto,Protección Civil Riotorto,RIOTORTO,LUGO,43.3405,-7.2620,Protección civil (no amb.)
3395,Concello de Ourol,Pavillón Polideportivo Municipal (conserxería),OUROL,LUGO,43.5645,-7.6412,En instalaciones deportivas
3396,Concello de Ourol,Casa do Concello (2ª planta),OUROL,LUGO,43.5647,-7.6422,Administraciones o instituciones públicas
3397,Consorcio Zona Franca de Vigo,"Consorcio Zona Franca (entrada principal, junto a Seguridad)",VIGO,PONTEVEDRA,42.2386,-8.7138,En empresa privada
3398,Consorcio Zona Franca de Vigo,Centro de Iniciativas Empresariales y de Negocios (acceso a la cafetería),NIGRAN,PONTEVEDRA,42.1335,-8.7946,En empresa privada
3399,Consorcio Zona Franca de Vigo,Centro de Iniciativas Empresariales y de Negocios CIE A Granxa,"PORRIÑO, O",PONTEVEDRA,42.1166,-8.6175,En empresa privada
3400,"Bricolaje Bricoman, SLU Lugo",Bricomart,LUGO,LUGO,43.0363,-7.5496,En empresa privada
3401,Centro Universitario de Defensa Escuela Naval Militar,CUD Escuela Naval Militar (1ª planta edificio administrativo),MARIN,PONTEVEDRA,42.3946,-8.7043,En centros docentes
3417,DHL Express Spain,"DHL Express Spain, SL","CORUÑA, A",A CORUÑA,43.3285,-8.4347,En empresa privada
3418,DHL Express Spain,"DHL Express Spain, SLU - Aeropuerto de Santiago (vestuarios)",SANTIAGO,A CORUÑA,42.8919,-8.4203,En empresa privada
3421,"Saica Natur, SL",Saica Natur (oficina),"PORRIÑO, O",PONTEVEDRA,42.1266,-8.6142,En empresa privada
3422,"Saica Natur, SL",Saica Natur (oficina),BETANZOS,A CORUÑA,43.2669,-8.2294,En empresa privada
3423,"Saica Natur, SL",Saica Natur (oficina),PADRON,A CORUÑA,42.8040,-8.6388,En empresa privada
3424,"Estrella del Mar Boiro, SL",Restaurante Estrella de Mar (junto a la cocina),BOIRO,A CORUÑA,42.6413,-8.8970,En empresa privada
3425,CEP Pilar Maestu,CEP Pilar Maestu (planta baja - junto a los servicios),POBRA DO CARAMIÑAL,A CORUÑA,42.6253,-8.9266,En centros docentes
3426,Centro Ocupacional O Saiar,Centro Ocupacional O Saiar (recepción),CALDAS DE REIS,PONTEVEDRA,42.5928,-8.7048,Otros
3427,"Naturleite, SL","Naturleite, SL (sala de primeros auxilios)",MEIRA,LUGO,43.2208,-7.2972,En empresa privada
3428,Escola de Arte e Superior de Deseño Antonio Failde,Escola de Arte e Superior de Deseño Antonio Failde (conserxería),OURENSE,OURENSE,42.3173,-7.8568,En centros docentes
3429,Universidad de Vigo,Escola de Enxeñaría de Telecomunicacións (corredor central),VIGO,PONTEVEDRA,42.1701,-8.6881,En centros docentes
3430,"Gimnasio Estudio Garrapucho, CB",Gimnasio Estudio Garrapucho (recepción),"CORUÑA, A",A CORUÑA,43.3703,-8.4166,En instalaciones deportivas
3431,IES A Sardiñeira,IES A Sardiñeira (xunto aula tecnoloxía,"CORUÑA, A",A CORUÑA,43.3501,-8.4162,En centros docentes
3432,"Serviocio Beone Lugo, SL",Centro deportivo BeOne Lugo (cerca recepción),LUGO,LUGO,43.0012,-7.5524,En instalaciones deportivas
3433,Agrupación de Voluntarios de Protección Civil de Culleredo,Servizo Emerxencias e P.C. Culleredo,CULLEREDO,A CORUÑA,43.3200,-8.3796,Protección civil (no amb.)
3434,Universidad de Vigo,Facultade de Fisioterapia (frente a conserxería),PONTEVEDRA,PONTEVEDRA,42.4411,-8.6365,En centros docentes
3436,Concello de Covelo,Polideportivo Municipal de Covelo (junto a las escaleras de entrada),"COVELO, O",PONTEVEDRA,42.2304,-8.3647,En instalaciones deportivas
3437,Concello de Covelo,Concello de O Covelo (entrada principal),"COVELO, O",PONTEVEDRA,42.2320,-8.3636,Administraciones o instituciones públicas
3438,Concello de Covelo,Piscina Municipal de O Covelo (local socorrismo),"COVELO, O",PONTEVEDRA,42.2311,-8.3649,En piscina pública
3439,EULEN SEGURIDAD VIGO SA,Centro Comercial As Cancelas (1ª planta),SANTIAGO,A CORUÑA,42.8889,-8.5256,En empresa privada
3440,EULEN SEGURIDAD VIGO SA,Centro Comercial As Cancelas (enfermería - planta baja),SANTIAGO,A CORUÑA,42.8890,-8.5266,En empresa privada
3441,"Showa Denko Carbón Spain, SA",Showa Denko Carbón Spain (en portería),"CORUÑA, A",A CORUÑA,43.3450,-8.4335,En empresa privada
3442,Universidad de Vigo,Edificio Ciencias Experimentais (frente a conserxería),VIGO,PONTEVEDRA,42.1672,-8.6855,En centros docentes
3444,"Solitium Noroeste, SL","Solitium Noroeste, SL",VIGO,PONTEVEDRA,42.2296,-8.7352,En empresa privada
3445,"Solitium Noroeste, SL","Solitium Noroeste, SL",SANTIAGO,A CORUÑA,42.9133,-8.5252,En empresa privada
3447,Comunidad de Propietarios Ribeira Sacra - Centro Comercial Ponte Vella,Centro Comercial Ponte Vella (planta alta_pasillo de los aseos),OURENSE,OURENSE,42.3449,-7.8649,En empresa privada
3448,Real Club Náutico de A Coruña,Real Club Náutico da Coruña (Edificio deportivo),"CORUÑA, A",A CORUÑA,43.3679,-8.3878,Otros
3450,Dirección Xeral de Emerxencias e Interior,Sede Dirección Xeral de Emerxencias e Interior (planta baixa - control de seguridade),SANTIAGO,A CORUÑA,42.8856,-8.5226,Administraciones o instituciones públicas
3451,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Coruña (planta baixa-control de seguridade),"CORUÑA, A",A CORUÑA,43.3661,-8.4031,Administraciones o instituciones públicas
3452,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Lugo (planta baixa-control de seguridade),LUGO,LUGO,42.9997,-7.5486,Administraciones o instituciones públicas
3453,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Ourense (planta baixa-control de seguridade),OURENSE,OURENSE,42.3423,-7.8677,Administraciones o instituciones públicas
3454,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Pontevedra (planta baixa-control de seguridade),PONTEVEDRA,PONTEVEDRA,42.4247,-8.6448,Administraciones o instituciones públicas
3455,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Vigo (planta baixa-control de seguridade),VIGO,PONTEVEDRA,42.2271,-8.6999,Administraciones o instituciones públicas
3457,Deputación da Coruña,Ecomuseo Forno do Forte,MALPICA DE BERGANTIÑOS,A CORUÑA,43.2686,-8.7828,Otros
3458,Deputación da Coruña,Torres do Allo,ZAS,A CORUÑA,43.1575,-8.9316,Otros
3459,Concello de Verín,Complexo deportivo A Granxa (en recepción),VERIN,OURENSE,41.9330,-7.4427,En instalaciones deportivas
3460,Concello de Verín,Piscina climatizada de Verín (en recepción),VERIN,OURENSE,41.9384,-7.4340,En instalaciones deportivas
3461,Concello A Baña,Campo Municipal de Fútbol As Cartas (en el almacén),"BAÑA, A",A CORUÑA,42.9656,-8.7599,En instalaciones deportivas
3462,"Trivium Packaging Iberica, SAU","Trivium Packaging, SAU",MEIS,PONTEVEDRA,42.5328,-8.7002,En empresa privada
3464,"Cordis Integralis Service, S.L.","Bioetanol Galicia, SA (edificio de Control y Laboratorio)",CURTIS,A CORUÑA,43.1559,-8.0232,En empresa privada
3465,Club Marítimo de Canido,Club Marítimo de Canido (en conserjería),VIGO,PONTEVEDRA,42.1938,-8.8009,Otros
3466,"DHL Freight Spain, SL","DHL Freight Spain, SL",VIGO,PONTEVEDRA,42.2367,-8.7203,En empresa privada
3467,Agrupación de Voluntarios de Protección Civil de Oroso,Centro Cultural Fernando de Casas e Novoa (recepción),OROSO,A CORUÑA,42.9694,-8.4413,Otros
3468,Real Club Náutico de A Coruña,Edificio Social Real Club Náutico da Coruña (conserjería),"CORUÑA, A",A CORUÑA,43.3684,-8.3974,Otros
3469,Real Club Náutico de A Coruña,Marina Real - RCNC,"CORUÑA, A",A CORUÑA,43.3683,-8.3962,Otros
3470,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Monforte de Lemos (seguridad),MONFORTE,LUGO,42.5216,-7.5142,Administraciones o instituciones públicas
3471,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Viveiro (seguridad),VIVEIRO,LUGO,43.6655,-7.5940,Administraciones o instituciones públicas
3472,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Vilalba (seguridad),VILALBA,LUGO,43.3010,-7.6765,Administraciones o instituciones públicas
3473,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Sarria (seguridad),SARRIA,LUGO,42.7819,-7.4156,Administraciones o instituciones públicas
3474,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Mondoñedo (seguridad),MONDOÑEDO,LUGO,43.4289,-7.3677,Administraciones o instituciones públicas
3475,Instituto Nacional de la Seguridad Social,Centro de Antención e Información de la S.S. de Ribadeo (seguridad),RIBADEO,LUGO,43.5339,-7.0412,Administraciones o instituciones públicas
3476,Centro Deportivo BeOne Campolongo S. L.,Praia de Pontesampaio,PONTEVEDRA,PONTEVEDRA,42.3458,-8.6044,En playa
3477,Asociación de Industrias del Metal y Tecnologías Asociadas (ASIME),ASIME (primera planta- Aula 6),VIGO,PONTEVEDRA,42.2523,-8.6972,En empresa privada
3479,"Nasmed, SL",Clínica Dental Pernas y Sancosmed (despacho),"CORUÑA, A",A CORUÑA,43.3655,-8.4093,En empresa privada
3480,Asociación Propietarios Canido-San Miguel de O,Asociación de Propietarios Canido (entrada local),VIGO,PONTEVEDRA,42.1895,-8.8031,Otros
3481,"Dermosentis, SL",Clínica Dermatológica Dra. Sandra Mateo (sala de espera),SANTIAGO,A CORUÑA,42.8800,-8.5278,En empresa privada
3482,Deputación Provincial de Ourense,"Centro deportivo Paco Paz 01 (planta baixa, entrada)",OURENSE,OURENSE,42.3172,-7.8641,En instalaciones deportivas
3483,Deputación Provincial de Ourense,Centro cultural Márcos Valcárcel,OURENSE,OURENSE,42.3371,-7.8637,Otros
3484,"El Corte Inglés, SA",El Corte Inglés (planta baja - zona joyería),VIGO,PONTEVEDRA,42.2320,-8.7170,En empresa privada
3485,"El Corte Inglés, SA",Outlet Supercor Ferrol,FERROL,A CORUÑA,43.4834,-8.2363,En empresa privada
3486,"El Corte Inglés, SA",Outlet Altamira (entrada al centro - seguridad),CAMBRE,A CORUÑA,43.2543,-8.3658,En empresa privada
3487,"El Corte Inglés, SA",El Corte Inglés Ramón y Cajal (planta baja - junto parafarmacia),"CORUÑA, A",A CORUÑA,43.3543,-8.4029,En empresa privada
3488,"El Corte Inglés, SA",El Corte Inglés-Hipercor (planta primera-acceso hipermercado),SANTIAGO,A CORUÑA,42.8627,-8.5434,En empresa privada
3495,"Alcampo, SA",Alcampo Vigo 3 - Vialia (junto a Seguridad),VIGO,PONTEVEDRA,42.2355,-8.7114,En empresa privada
3496,"Gallega de Mecanizados Electrónicos, SA","Gallega de Mecanizados Electrónicos, SA (acceso aseos)",SANTIAGO,A CORUÑA,42.9125,-8.5191,En empresa privada
3497,"Securitas Seguridad España, SA",C.C. The Style Oulet Culleredo (cuarto control seguridad),CULLEREDO,A CORUÑA,43.2905,-8.3704,En empresa privada
3498,"El Corte Inglés, SA",El Corte Inglés-Outlet Porriño (planta primera-acceso hipermercado),"PORRIÑO, O",PONTEVEDRA,42.1250,-8.6248,En empresa privada
3499,"El Corte Inglés, SA",El Corte Inglés-Outlet Marineda (planta baja-acceso tienda),"CORUÑA, A",A CORUÑA,43.3454,-8.4276,En empresa privada
3500,Concello de Valdoviño,Campo de fútbol Municipal Mourente,VALDOVIÑO,A CORUÑA,43.5942,-8.1463,En instalaciones deportivas
3501,Concello de Valdoviño,Casa de la Cultura de Valdoviño,VALDOVIÑO,A CORUÑA,43.6122,-8.1410,Administraciones o instituciones públicas
3502,Concello de Valdoviño,Piscina Municipal de Valdoviño,VALDOVIÑO,A CORUÑA,43.5935,-8.1622,En instalaciones deportivas
3503,Concello de Valdoviño,Polideportivo Municipal de Valdoviño-Meirás,VALDOVIÑO,A CORUÑA,43.5874,-8.1834,En instalaciones deportivas
3504,Concello de Valdoviño,Praia do Río de Meirás,VALDOVIÑO,A CORUÑA,43.6012,-8.1943,En playa
3505,Concello de Valdoviño,Centro Social de Vilaboa,VALDOVIÑO,A CORUÑA,43.6059,-8.0640,Otros
3506,Concello de Valdoviño,Praia de Vilarrube,VALDOVIÑO,A CORUÑA,43.6404,-8.0745,En playa
3509,Concello de Valdoviño,Casa Consistorial Valdoviño,VALDOVIÑO,A CORUÑA,43.6404,-8.0745,Administraciones o instituciones públicas
3510,DHL Express Spain,"DHL Express Spain, SLU",VIGO,PONTEVEDRA,42.2119,-8.6497,En empresa privada
3511,"Gran Hotel La Toja, SL",Gran Hotel La Toja (planta 0 - recepción),"GROVE, O",PONTEVEDRA,42.4852,-8.8450,En empresa privada
3512,Concello de Valga,Escola Infantil Municipal de Valga (patio interior),VALGA,PONTEVEDRA,42.7037,-8.6521,En centros docentes
3513,"ANEK S-3, S.L.",Acerinox Betanzos,BETANZOS,A CORUÑA,43.2797,-8.2334,En empresa privada
3514,"Amazon Road Transport, SL","Amazon Road Transport, SL (entrada a oficinas)","PORRIÑO, O",PONTEVEDRA,42.1012,-8.6212,En empresa privada
3515,CIFP Rodolfo Ucha Piñeiro,CIFP Rodolfo Ucha Piñeiro (entrada principal-junto a cafetería),FERROL,A CORUÑA,43.4815,-8.2018,En centros docentes
3516,IES Marco do Camballón,IES Marco do Camballón,VILA DE CRUCES,PONTEVEDRA,42.7927,-8.1601,En centros docentes
3517,ASPNAIS - Asociación de Padres o Tutores de Personas con discapacidad intelectual de Lugo,ASPANAIS (entrada),LUGO,LUGO,43.0080,-7.5601,Otros
3518,Real Sociedad Deportiva Hípica de A Coruña,Real Sociedad Deportiva Hípica de A Coruña,"CORUÑA, A",A CORUÑA,43.3729,-8.3917,En instalaciones deportivas
3519,Real Sociedad Deportiva Hípica de A Coruña,Finca Figueroa (Real Sociedad Deportiva Hípica de A Coruña,ABEGONDO,A CORUÑA,43.2208,-8.3160,En instalaciones deportivas
3520,"Segursystem Europa, SL",MUNCYT (planta 8),"CORUÑA, A",A CORUÑA,43.3734,-8.4203,En centros docentes
3521,"Segursystem Europa, SL",MUNCYT (entrada principal),"CORUÑA, A",A CORUÑA,43.3734,-8.4203,Administraciones o instituciones públicas
3522,"Mape Asesores, SA",Mape Asesores (entrada principal),PONTEVEDRA,PONTEVEDRA,42.4060,-8.5859,En empresa privada
3523,"Araujo Smart Dental, SLP",Clínica Dental Araújo,"CORUÑA, A",A CORUÑA,43.3713,-8.4066,En empresa privada
3524,FRINSA del NOROESTE S. A.,FRINSA DEL NOROESTE S. A. (en oficinas),RIBEIRA,A CORUÑA,42.5755,-8.9983,En empresa privada
3527,Concello de Pontevedra,Ximnasio ONCE,PONTEVEDRA,PONTEVEDRA,42.4216,-8.6430,En instalaciones deportivas
3528,Concello de Pontevedra,Campo de Fútbol de Cerponzóns,PONTEVEDRA,PONTEVEDRA,42.4808,-8.6405,En instalaciones deportivas
3529,Concello de Pontevedra,Campo de Fútbol de Ponte Sampaio,PONTEVEDRA,PONTEVEDRA,42.3462,-8.6027,En instalaciones deportivas
3530,Concello de Pontevedra,Campo de Fútbol de Gatomorto,PONTEVEDRA,PONTEVEDRA,42.4648,-8.6148,En instalaciones deportivas
3531,Concello de Pontevedra,Campo de Fútbol de Campañó,PONTEVEDRA,PONTEVEDRA,42.4576,-8.6589,En instalaciones deportivas
3532,CEIP Plurilingüe Calvo Sotelo,CEIP Plurilingüe Calvo Sotelo (junto a Sala de Xuntas y Conserjería),"CARBALLIÑO, O",OURENSE,42.4392,-8.0606,En centros docentes
3533,"Eneas Hotels, SL",Hotel Eurostars Isla de La Toja (panta 0),"GROVE, O",PONTEVEDRA,42.4827,-8.8477,En empresa privada
3534,"Puentes y Calzadas Infraestructuras, SL",Grupo Puentes (Itinerante),OROSO,A CORUÑA,42.9710,-8.4468,En empresa privada
3535,"Puentes y Calzadas Infraestructuras, SL",Grupo Puentes (Edidficio Taller),OROSO,A CORUÑA,42.9720,-8.4476,En empresa privada
3536,"Puentes y Calzadas Infraestructuras, SL",Grupo Puentes (Hall entrada),OROSO,A CORUÑA,42.9710,-8.4468,En empresa privada
3537,"Puentes y Calzadas Infraestructuras, SL",Grupo Puentes (EDIFICIO PRUEBAS),OROSO,A CORUÑA,42.9711,-8.4493,En empresa privada
3539,Fundación Laboral Construcción,Fundación Laboral Construcción (vestíbulo),ARTEIXO,A CORUÑA,43.3246,-8.4937,En empresa privada
3540,Fundación Laboral Construcción,Fundación Laboral Construcción (escaleras - oficinas),NARON,A CORUÑA,43.5352,-8.1904,En empresa privada
3541,Fundación Laboral Construcción,Fundación Laboral Construcción (pasillo vestuario),SANTIAGO,A CORUÑA,42.9005,-8.5492,En empresa privada
3542,Fundación Laboral Construcción,Fundación Laboral Construcción (oficinas),LUGO,LUGO,42.9846,-7.5901,En empresa privada
3543,Fundación Laboral Construcción,Fundación Laboral Construcción (recepción),VILAMARIN,OURENSE,42.4270,-7.8850,En empresa privada
3544,Fundación Laboral Construcción,Fundación Laboral Construcción (vestíbulo),VIGO,PONTEVEDRA,42.2142,-8.7024,En empresa privada
3545,"MILSA TRILLO GALICIA, SA",Central Hidroeléctrica San Sebastián,VIANA DO BOLO,OURENSE,42.1262,-6.9850,En empresa privada
3546,Algeco Contrucciones Modulares,Algeco Construcciones Modulares,PONTEAREAS,PONTEVEDRA,42.1799,-8.5500,En empresa privada
3547,Algeco Contrucciones Modulares,Algeco Construcciones Modulares,CERCEDA,A CORUÑA,43.1784,-8.4727,En empresa privada
3548,"Viveiros Río Tollo, SL","Viveiros Río Tollo, SL (planta baja",TOMIÑO,PONTEVEDRA,41.9383,-8.7657,En empresa privada
3549,"Viveiros Río Tollo, SL","Viveiros Río Tollo, SL (planta almacenamiento)",TOMIÑO,PONTEVEDRA,41.9416,-8.7785,En empresa privada
3550,"AQA Vigo Xestión Deportiva, SA",Centro deportivo Máis Que Auga Coia (planta 0-recepción),VIGO,PONTEVEDRA,42.2182,-8.7393,En instalaciones deportivas
3551,"AQA Vigo Xestión Deportiva, SA",Centro deportivo Máis Que Auga Barreiro (planta 0-recepción),VIGO,PONTEVEDRA,42.2306,-8.6797,En instalaciones deportivas
3552,Asociación Española contra el Cáncer,Asociación Española contra el Cáncer (recepción),PONTEVEDRA,PONTEVEDRA,42.4251,-8.6368,Otros
3553,María del Carmen Salgado Rodriguez,Clínica Dental Margal,OURENSE,OURENSE,42.3296,-7.8689,Otros
3554,"Windar Offshore, SL",Astillero Navantia (almacén de chapa-calderería),FENE,A CORUÑA,43.4687,-8.1874,En empresa privada
3555,Club Taekwondo Patiño,IES Plurilingüe A Paralaia-Club Taekwondo Patiño (gimnasio),MOAÑA,PONTEVEDRA,42.2943,-8.7351,En centros docentes
3556,"Naturgy Energy Group, SA",Naturgy (Servicio Médico),"CORUÑA, A",A CORUÑA,43.3489,-8.4192,En empresa privada
3557,"Naturgy Energy Group, SA",Naturgy (Servicio Médico),OURENSE,OURENSE,42.3583,-7.8487,En empresa privada
3558,"Padelprix Worldwide, SL","PadelPrix WorldWide, S.L.",ARTEIXO,A CORUÑA,43.3406,-8.4470,En instalaciones deportivas
3559,"Padelprix Worldwide, SL","PadelPrix WorldWide, S.L.",SANTIAGO,A CORUÑA,42.9039,-8.5056,En instalaciones deportivas
3563,"Carpintería Ramón García, SA",Carpintería Ramón García (planta baja - sala de curas),MESIA,A CORUÑA,43.1090,-8.2605,En empresa privada
3564,"Carpintería Ramón García, SA",Carpintería Ramón García (planta baja - sala de curas),ORDES,A CORUÑA,43.0943,-8.3978,En empresa privada
3565,IES Saturnino Montojo,IES Saturnino Montojo (entrada principal),FERROL,A CORUÑA,43.4796,-8.2250,En centros docentes
3566,"Salica Alimentos Congelados, SA","Salica Alimentos Congelados, SA (Hall subida oficinas)",POBRA DO CARAMIÑAL,A CORUÑA,42.6040,-8.9624,En empresa privada
3567,Escola de Formación Profesional Imaxe e Son,Escola de F.P. Imaxe e Son (conserxería),"CORUÑA, A",A CORUÑA,43.3383,-8.4138,En centros docentes
3568,Cruz Roja Lugo,Estadio Anxo Carro,LUGO,LUGO,43.0032,-7.5710,Cruz roja (no amb.)
3569,Cruz Roja Lugo,Pensión A Fonte das Bodas,SAMOS,LUGO,42.7629,-7.3519,Cruz roja (no amb.)
3570,"Kinarka, SA","Kinarka, SA (entrada sala de Juntas)",VIGO,PONTEVEDRA,42.1978,-8.7681,En empresa privada
3571,Concello de Coristanco,Concello de Coristanco (escaleras acceso primera planta),CORISTANCO,A CORUÑA,43.1875,-8.7370,Administraciones o instituciones públicas
3572,Concello de Coristanco,Polideportivo Municipal Coristanco (entrada),CORISTANCO,A CORUÑA,43.1908,-8.7353,En instalaciones deportivas
3573,Concello de Coristanco,Edificio Servicios Múltiples (entrada),CORISTANCO,A CORUÑA,43.1875,-8.7407,Administraciones o instituciones públicas
3574,Concello de Coristanco,Polideportivo Agualada (en la pista),CORISTANCO,A CORUÑA,43.1566,-8.8032,En instalaciones deportivas
3575,Concello de Cervo,Casa do Mar de San Ciprián,CERVO,LUGO,43.6940,-7.4432,Otros
3578,"Servicios Funerarios Lourido, SL",Tanatorio Lourido (entrada),"PONTENOVA, A",LUGO,43.3556,-7.1956,Otros
3579,Sociedad Deportiva Esclavitud,Campo de Fútbol Esclavitude (entrada vestiarios),PADRON,A CORUÑA,42.7801,-8.6560,En instalaciones deportivas
3580,"Clínica Dental Balboa, SL","Clínica dental Balboa, SL (junto al laboratorio)",PONTEVEDRA,PONTEVEDRA,42.4302,-8.6450,En empresa privada
3581,"González Couceiro, SL","González Couceiro, SLU (acceso oficinas)","PORRIÑO, O",PONTEVEDRA,42.1268,-8.6245,En empresa privada
3582,"Serco Porriño, SLU",Serco Porriño (planta baja - acceso oficinas),"PORRIÑO, O",PONTEVEDRA,42.1268,-8.6245,En empresa privada
3583,CEIP Heroínas de Sálvora,CEIP Heroínas de Sálvora,RIBEIRA,A CORUÑA,42.5311,-9.0144,En centros docentes
3584,C.D. Cariño,Campo de Fútbol Club Deportivo Cariño,CARIÑO,A CORUÑA,43.7386,-7.8794,En instalaciones deportivas
3585,Asociación Vodea,Asociación Vodea - sala de primeros auxilios (dispositivo móvil),VIGO,PONTEVEDRA,42.2229,-8.6370,Otros
3586,Asociación Vodea,Asociación Vodea - sala de primeros auxilios (dispositivo móvil),VIGO,PONTEVEDRA,42.2229,-8.6370,Otros
3590,Concello de Mugardos,Biblioteca Municipal,MUGARDOS,A CORUÑA,43.4601,-8.2552,Administraciones o instituciones públicas
3591,Concello de Mugardos,Local de Maiores,MUGARDOS,A CORUÑA,43.4598,-8.2547,Administraciones o instituciones públicas
